participant,block_number,trial_number,reward_oneback,stay,K,K_c,reward_oneback_pm,reward_oneback_wp,reward_oneback_pm_c
60e46e6f6bc0c2cdf5d077ce,1,20,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,21,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,22,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,23,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,24,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,1,25,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,2,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,3,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,4,1,1,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,5,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,6,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,7,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,8,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,9,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,10,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,11,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,12,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,13,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,14,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,15,0,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,-0.4861111111111111,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,16,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
60e46e6f6bc0c2cdf5d077ce,2,17,1,0,2.3190895126378996,0.4816449283496582,0.4861111111111111,0.5138888888888888,-0.01730273752012884
